h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect,d0,dh,r
7.0,2.0,"[3, 5, 15, 36, 30, 24, 7, 1]",2605.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.109605700000429,filling_maximal_subarchitecture_contradiction,"[[3, 5, 15, 36, 30, 24, 8, 1]]",[6],True,0.0,3,1,2
7.0,2.0,"[3, 7, 19, 27, 33, 23, 12, 1]",2605.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.596540300000015,filling_maximal_subarchitecture_contradiction,"[[3, 7, 19, 28, 33, 23, 12, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 7, 19, 28, 32, 23, 12, 1]",2606.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.713855500000136,filling_maximal_subarchitecture_contradiction,"[[3, 7, 19, 28, 33, 23, 12, 1]]",[4],True,0.0,3,1,2
7.0,2.0,"[3, 5, 16, 35, 32, 23, 4, 1]",2607.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.564741500000309,filling_maximal_subarchitecture_contradiction,"[[3, 5, 17, 35, 32, 23, 4, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 8, 19, 25, 39, 19, 12, 1]",2607.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.475992200000292,filling_maximal_subarchitecture_contradiction,"[[3, 8, 19, 25, 40, 19, 12, 1]]",[4],True,0.0,3,1,2
7.0,2.0,"[3, 9, 18, 26, 33, 24, 12, 1]",2607.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.571289500000603,filling_maximal_subarchitecture_contradiction,"[[3, 9, 18, 26, 33, 25, 12, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 6, 15, 36, 32, 20, 8, 1]",2608.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.71774970000024,filling_maximal_subarchitecture_contradiction,"[[3, 6, 16, 36, 32, 20, 8, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 9, 19, 25, 29, 30, 11, 1]",2609.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.622132699999384,filling_maximal_subarchitecture_contradiction,"[[3, 10, 19, 25, 29, 30, 11, 1]]",[1],True,0.0,3,1,2
7.0,2.0,"[3, 5, 15, 36, 32, 20, 9, 1]",2611.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.950887100000728,filling_maximal_subarchitecture_contradiction,"[[3, 5, 15, 37, 32, 20, 9, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 5, 17, 34, 31, 25, 4, 1]",2611.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.082966599999963,filling_maximal_subarchitecture_contradiction,"[[3, 5, 17, 35, 31, 25, 4, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 5, 17, 35, 32, 22, 4, 1]",2611.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.944721699999718,filling_maximal_subarchitecture_contradiction,"[[3, 5, 17, 35, 32, 23, 4, 1], [3, 5, 18, 35, 32, 22, 4, 1]]","[2, 5]",True,0.0,3,1,2
7.0,2.0,"[3, 6, 20, 30, 32, 21, 11, 1]",2612.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.537322799999856,filling_maximal_subarchitecture_contradiction,"[[3, 6, 21, 30, 32, 21, 11, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 7, 19, 28, 33, 22, 12, 1]",2612.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.825549299999693,filling_maximal_subarchitecture_contradiction,"[[3, 7, 19, 28, 33, 23, 12, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 12, 17, 23, 36, 28, 5, 1]",2612.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.576835900000333,filling_maximal_subarchitecture_contradiction,"[[3, 12, 17, 24, 36, 28, 5, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 7, 16, 35, 30, 24, 6, 1]",2613.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.645125799999732,filling_maximal_subarchitecture_contradiction,"[[3, 8, 16, 35, 30, 24, 6, 1]]",[1],True,0.0,3,1,2
7.0,2.0,"[3, 8, 17, 34, 32, 20, 7, 1]",2613.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.691666300000179,filling_maximal_subarchitecture_contradiction,"[[3, 8, 17, 35, 32, 20, 7, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 12, 17, 24, 35, 28, 5, 1]",2613.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.503235899999709,filling_maximal_subarchitecture_contradiction,"[[3, 12, 17, 24, 36, 28, 5, 1]]",[4],True,0.0,3,1,2
7.0,2.0,"[3, 5, 19, 27, 34, 26, 7, 1]",2614.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.9769788000003246,filling_maximal_subarchitecture_contradiction,"[[3, 5, 19, 27, 34, 27, 7, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 7, 15, 36, 32, 22, 4, 1]",2614.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.749138500000299,filling_maximal_subarchitecture_contradiction,"[[3, 8, 15, 36, 32, 22, 4, 1]]",[1],True,0.0,3,1,2
7.0,2.0,"[3, 9, 17, 30, 36, 21, 4, 1]",2614.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.645036400000208,filling_maximal_subarchitecture_contradiction,"[[3, 9, 17, 30, 36, 21, 5, 1]]",[6],True,0.0,3,1,2
7.0,2.0,"[3, 5, 14, 37, 32, 20, 9, 1]",2616.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.574175599999762,filling_maximal_subarchitecture_contradiction,"[[3, 5, 15, 37, 32, 20, 9, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 7, 15, 36, 30, 24, 6, 1]",2616.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.138207500000135,filling_maximal_subarchitecture_contradiction,"[[3, 7, 15, 37, 30, 24, 6, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 8, 18, 26, 40, 19, 9, 1]",2616.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.83636850000039,filling_maximal_subarchitecture_contradiction,"[[3, 8, 18, 27, 40, 19, 9, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 5, 15, 36, 31, 21, 10, 1]",2617.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.584251100000074,filling_maximal_subarchitecture_contradiction,"[[3, 5, 16, 36, 31, 21, 10, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 6, 21, 25, 40, 18, 12, 1]",2617.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.640891699999884,filling_maximal_subarchitecture_contradiction,"[[3, 6, 21, 26, 40, 18, 12, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 7, 14, 37, 30, 24, 6, 1]",2617.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.5860533999994,filling_maximal_subarchitecture_contradiction,"[[3, 7, 15, 37, 30, 24, 6, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 7, 20, 29, 37, 19, 5, 1]",2617.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.603188600000067,filling_maximal_subarchitecture_contradiction,"[[3, 7, 20, 30, 37, 19, 5, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 5, 22, 27, 35, 22, 8, 1]",2618.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.668575699999565,filling_maximal_subarchitecture_contradiction,"[[3, 5, 23, 27, 35, 22, 8, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 8, 18, 25, 40, 19, 12, 1]",2618.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.161189499999637,filling_maximal_subarchitecture_contradiction,"[[3, 8, 19, 25, 40, 19, 12, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 9, 19, 26, 30, 27, 12, 1]",2618.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.457999600000221,filling_maximal_subarchitecture_contradiction,"[[3, 9, 20, 26, 30, 27, 12, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 7, 22, 21, 38, 25, 9, 1]",2619.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.562017799999921,filling_maximal_subarchitecture_contradiction,"[[3, 7, 23, 21, 38, 25, 9, 1]]",[2],False,0.0,3,1,2
7.0,2.0,"[3, 8, 16, 35, 32, 20, 7, 1]",2619.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.740868500000033,filling_maximal_subarchitecture_contradiction,"[[3, 8, 17, 35, 32, 20, 7, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 5, 17, 34, 31, 22, 9, 1]",2621.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.629094799999621,filling_maximal_subarchitecture_contradiction,"[[3, 5, 17, 35, 31, 22, 9, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 6, 23, 21, 38, 25, 9, 1]",2621.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.503652499999589,filling_maximal_subarchitecture_contradiction,"[[3, 7, 23, 21, 38, 25, 9, 1]]",[1],False,0.0,3,1,2
7.0,2.0,"[3, 7, 23, 21, 38, 25, 8, 1]",2621.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.721809100000428,filling_maximal_subarchitecture_contradiction,"[[3, 7, 23, 21, 38, 25, 9, 1]]",[6],False,0.0,3,1,2
7.0,2.0,"[3, 7, 18, 28, 33, 23, 12, 1]",2622.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.579977399999734,filling_maximal_subarchitecture_contradiction,"[[3, 7, 19, 28, 33, 23, 12, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 5, 18, 27, 34, 27, 7, 1]",2623.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.682405699999436,filling_maximal_subarchitecture_contradiction,"[[3, 5, 19, 27, 34, 27, 7, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 8, 15, 36, 32, 20, 7, 1]",2623.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.690487699999721,filling_maximal_subarchitecture_contradiction,"[[3, 8, 15, 36, 32, 20, 8, 1]]",[6],True,0.0,3,1,2
7.0,2.0,"[3, 5, 17, 35, 31, 24, 4, 1]",2624.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.647513799999615,filling_maximal_subarchitecture_contradiction,"[[3, 5, 17, 35, 31, 25, 4, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 5, 21, 30, 32, 21, 11, 1]",2624.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.619609399999717,filling_maximal_subarchitecture_contradiction,"[[3, 6, 21, 30, 32, 21, 11, 1]]",[1],True,0.0,3,1,2
7.0,2.0,"[3, 8, 20, 28, 40, 15, 10, 1]",2624.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.730104799999936,filling_maximal_subarchitecture_contradiction,"[[3, 8, 21, 28, 40, 15, 10, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 12, 17, 24, 36, 27, 5, 1]",2624.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.287338099999943,filling_maximal_subarchitecture_contradiction,"[[3, 12, 17, 24, 36, 28, 5, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 7, 20, 30, 36, 19, 5, 1]",2625.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.088240000000042,filling_maximal_subarchitecture_contradiction,"[[3, 7, 20, 30, 37, 19, 5, 1]]",[4],True,0.0,3,1,2
7.0,2.0,"[3, 8, 18, 27, 40, 18, 9, 1]",2625.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.902068400000644,filling_maximal_subarchitecture_contradiction,"[[3, 8, 18, 27, 40, 19, 9, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 9, 20, 23, 40, 21, 9, 1]",2625.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.195349000000533,filling_maximal_subarchitecture_contradiction,"[[3, 9, 21, 23, 40, 21, 9, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 11, 15, 29, 39, 17, 11, 1]",2625.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.989456500000415,filling_maximal_subarchitecture_contradiction,"[[3, 11, 15, 29, 39, 17, 12, 1]]",[6],True,0.0,3,1,2
7.0,2.0,"[3, 6, 17, 30, 44, 14, 4, 1]",2626.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.576893200000086,filling_maximal_subarchitecture_contradiction,"[[3, 6, 17, 31, 44, 14, 4, 1]]",[3],True,0.0,3,1,2
7.0,2.0,"[3, 6, 21, 26, 40, 17, 12, 1]",2626.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.949870099999316,filling_maximal_subarchitecture_contradiction,"[[3, 6, 21, 26, 40, 18, 12, 1]]",[5],True,0.0,3,1,2
7.0,2.0,"[3, 6, 21, 30, 32, 21, 10, 1]",2626.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.962592200000472,filling_maximal_subarchitecture_contradiction,"[[3, 6, 21, 30, 32, 21, 11, 1]]",[6],True,0.0,3,1,2
7.0,2.0,"[3, 7, 10, 29, 40, 24, 5, 1]",2626.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.289796600000045,filling_maximal_subarchitecture_contradiction,"[[3, 7, 11, 29, 40, 24, 5, 1]]",[2],True,0.0,3,1,2
7.0,2.0,"[3, 5, 19, 27, 34, 27, 6, 1]",2627.0,2145.0,2145.0,True,True,2145,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.797568799998771,filling_maximal_subarchitecture_contradiction,"[[3, 5, 19, 27, 34, 27, 7, 1]]",[6],True,0.0,3,1,2
7.0,3.0,"[1, 1, 1, 1, 1, 1, 1, 1]",7.0,1.0,1.0,True,True,1,,,,,,,,,True,0.0,1,1,3
7.0,3.0,"[2, 3, 9, 18, 21, 10, 3, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 5, 16, 26, 9, 4, 1]",798.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 5, 23, 19, 10, 4, 1]",814.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 4, 16, 26, 10, 3, 1]",797.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 10, 15, 24, 10, 3, 1]",831.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 18, 22, 9, 3, 1]",819.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 16, 25, 10, 4, 1]",795.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 16, 26, 10, 3, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 13, 28, 10, 3, 1]",795.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 17, 25, 9, 4, 1]",796.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 21, 21, 9, 3, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 8, 13, 27, 10, 4, 1]",809.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 17, 23, 10, 3, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 16, 23, 10, 4, 1]",819.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 9, 14, 27, 9, 3, 1]",821.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 20, 20, 10, 3, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 16, 28, 9, 3, 1]",812.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 23, 20, 9, 4, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 7, 14, 26, 10, 4, 1]",802.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 6, 22, 19, 10, 4, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 16, 26, 10, 4, 1]",802.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 8, 20, 20, 9, 3, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 18, 23, 9, 4, 1]",793.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 19, 21, 10, 3, 1]",802.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 5, 19, 23, 9, 3, 1]",797.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 13, 27, 10, 4, 1]",815.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 8, 17, 22, 10, 4, 1]",804.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 17, 24, 10, 4, 1]",798.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 10, 17, 22, 9, 4, 1]",830.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 20, 22, 10, 3, 1]",814.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 15, 28, 10, 3, 1]",811.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 7, 15, 25, 10, 3, 1]",799.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 18, 22, 10, 3, 1]",802.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 5, 22, 20, 9, 4, 1]",798.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 8, 16, 23, 10, 4, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 19, 23, 10, 3, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 10, 13, 28, 9, 4, 1]",834.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 19, 23, 9, 4, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 18, 23, 9, 3, 1]",804.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 10, 13, 27, 10, 3, 1]",832.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 22, 21, 9, 3, 1]",812.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 18, 24, 10, 3, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 5, 23, 20, 9, 3, 1]",813.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 14, 26, 10, 3, 1]",816.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 19, 20, 10, 3, 1]",817.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 8, 20, 19, 10, 4, 1]",814.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 17, 25, 10, 3, 1]",794.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 16, 25, 9, 3, 1]",794.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 19, 22, 10, 3, 1]",809.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 6, 18, 22, 10, 4, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 7, 17, 24, 9, 3, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 8, 15, 26, 9, 3, 1]",804.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 9, 15, 25, 9, 4, 1]",819.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 16, 26, 9, 3, 1]",800.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 10, 18, 20, 10, 4, 1]",832.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 21, 21, 10, 3, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 16, 27, 9, 4, 1]",797.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 21, 21, 9, 4, 1]",796.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 8, 20, 20, 9, 4, 1]",810.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 8, 14, 27, 9, 4, 1]",803.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 16, 27, 9, 3, 1]",806.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 16, 24, 9, 4, 1]",817.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 19, 23, 9, 3, 1]",812.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 6, 17, 25, 9, 3, 1]",806.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 6, 17, 23, 10, 4, 1]",799.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 4, 19, 24, 10, 4, 1]",834.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 8, 18, 21, 10, 4, 1]",806.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 4, 9, 16, 23, 10, 3, 1]",819.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 20, 22, 9, 4, 1]",799.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 5, 15, 27, 10, 3, 1]",804.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
7.0,3.0,"[2, 3, 9, 17, 23, 9, 3, 1]",814.0,730.0,730.0,True,True,730,,,,,,,,,True,0.0,2,1,3
